,time,news_provider,related_instrument,headline,date
2354,00:57:11,COIDES,IREN.O,Iris Energy Turns On 41 Megawatts of Bitcoin Mining Machines Ahead of Schedule,2022-08-09
2356,23:56:35,COIDES,IREN.O,Iris Energy Turns On 41MW of Bitcoin Mining Machines Ahead of Schedule,2022-08-08
2362,05:00:02,COIDES,.IXIC BTC=,"Market Wrap: Bitcoin Falls Initially on US Jobs Report, Grinds Higher Later",2022-08-06
2367,21:38:23,COIDES,BTC=,"US Adds 528K Jobs in July, More Than Doubling Estimates",2022-08-05
2368,14:42:51,COIDES,USD= META.O,Meta's NFT Outreach Powers 38% Rally in FLOW Token,2022-08-05
2369,07:44:02,COIDES,BTC=,First Mover Asia: Crypto's 'Learn-on-the-Fly' Ethos on Display as Bridge Hack Damage Reaches $2B,2022-08-05
2370,05:47:33,COIDES,.IXIC .DJI,Market Wrap: Bitcoin Falls on Lower Volume and Decreased Volatility,2022-08-05
2372,22:36:25,COIDES,USD= BTC=,First Mover Americas: Bitcoin Unbothered by Bank of England's Super-Size Interest-Rate Hike,2022-08-04
2375,09:06:46,COIDES,BTC=,Huge Traders Remain Super Bullish on Bitcoin Despite Crypto Carnage,2022-08-04
2376,08:44:59,COIDES,.IXIC .DJI,"Market Wrap: Bitcoin Reverses Course, Pushes Higher, $21K Is 'Point of Control'",2022-08-04
2378,07:38:48,COIDES,RIOT.O,Riot Blockchain Mined 28% Less Bitcoin in July as Heat Wave Cut Power Supply,2022-08-04
2379,07:16:22,COIDES,USD= BTC=,Banking Platform Galoy Raises $4M for Bitcoin-Backed Synthetic Dollar,2022-08-04
2380,05:05:08,COIDES,.IXIC BTC=,Market Wrap: Bitcoin Wavers in Narrow Range as Cryptos Trade Weaker,2022-08-04
2382,04:00:36,COIDES,BTC=,"First Mover Americas: BTC, ETH Drop Amid Geopolitical Tensions",2022-08-04
2386,05:34:19,COIDES,.IXIC .SPX,Market Wrap: Bitcoin Starts the Month in Negative Territory,2022-08-02
2391,17:55:48,COIDES,USD= BTC=,"Bitcoin Trades Cautiously Even as Real Yield, Dollar Support Bullish Stance",2022-08-01
2393,05:29:59,COIDES,USD= .DJI,Market Wrap: Bitcoin and Other Cryptos Gain for Second Straight Week,2022-07-30
2394,02:14:54,COIDES,BTC=,"'My Bet Is on Bitcoin,' Pro Soccer Player Says",2022-07-30
2399,09:33:15,COIDES,.IXIC BTC=,First Mover Asia: Bitcoin's Recent Gains Have Been Small. What Will Drive Its Price Higher?,2022-07-29
2401,06:06:21,COIDES,.DJI BTC=,Market Wrap: Bitcoin Pushes Higher Despite Negative GDP Report,2022-07-29
2402,04:55:28,COIDES,BTC=,"Janet Yellen Sees No Recession, Calls US Economy 'Exceptionally Strong'",2022-07-29
2405,22:59:07,COIDES,BTC=,"GDP Falls Further in Q2, Fueling Talk of a Recession",2022-07-28
2407,08:03:27,COIDES,BTC=,"First Mover Asia: Crypto Companies Struggle With Layoffs but Some See Opportunity to Add Talent; BTC, ETH Soar After Fed Rate Hike",2022-07-28
2408,02:59:31,COIDES,BTC=,Federal Reserve Hikes US Interest Rate by 0.75 Percentage Point,2022-07-28
2409,01:58:49,COIDES,MSTR.O,Bitcoin Maximalist Michael Saylor Makes the Case Against Ethereum,2022-07-28
2410,01:02:49,COIDES,USD= BTC=,"First Mover Americas: Crypto Traders Await Fed Meeting, Bitcoin Rises, Cathie Wood's Ark Dumps Coinbase Shares",2022-07-28
2412,22:35:09,COIDES,USD= BTC=,"First Mover Americas: Crypto Traders Await Fed Meeting, Bitcoin Rises, Cathie Wood's Ark Dumps COIN",2022-07-27
2413,18:11:59,COIDES,BTC=,Crypto Traders Split on Upcoming Fed Rate Hike's Impact on Bitcoin,2022-07-27
2414,05:34:50,COIDES,.IXIC BTC=,Market Wrap: Bitcoin Declines Further as Momentum Wanes,2022-07-27
2417,23:29:27,COIDES,BTC= XRP=,"Ether, Solana Lead Losses Among Major Cryptos, Analysts See Further Declines After Fed Rate Hikes",2022-07-26
2418,22:37:52,COIDES,USD= BTC=,"First Mover Americas: BTC To $15K? As Rally Stalls, Some Traders Fear Another Leg Down",2022-07-26
2419,21:28:24,COIDES,BTC= XRP=,"Ether, Solana Lead Majors Losses; Analysts Caution of Further Declines After Fed Rate Hikes",2022-07-26
2420,18:56:35,COIDES,USD= BTC=,Tether Finds Stable Dollar Peg After Terra's Collapse,2022-07-26
2421,18:41:12,COIDES,TSLA.O,Institutional Traders Have Mixed Views About Tesla's Decision to Sell Bitcoin,2022-07-26
2422,09:56:12,COIDES,COIN.O,SEC Probing Coinbase for Allegedly Listing Securities: Report,2022-07-26
2423,05:28:49,COIDES,BTC= .SPX,Market Wrap: Bitcoin Starts the Week in Negative Territory,2022-07-26
2427,20:26:48,COIDES,BTC= MC.N,Ken Moelis' Investment Bank Creates Group to Focus on Blockchain Deals: Report,2022-07-25
2428,20:11:31,COIDES,USD= .VIX,Bitcoin Drops Even as Wall Street's 'Fear Gauge' Indicates Calm Ahead of Fed Decision,2022-07-25
2429,09:57:49,COIDES,BTC= COIN.O,First Mover Asia: BTC Falls Below $22.4K; Coinbase Shares Remain Alluring for Institutional Investors,2022-07-25
2433,05:12:27,COIDES,.IXIC .SPX,Market Wrap: Bitcoin Finishes the Week in Positive Territory Again,2022-07-23
2438,22:37:46,COIDES,BTC=,First Mover Americas: Bitcoin Nears $24K as Citi Sees Crypto Contagion in Past (Don't Tell Zipmex),2022-07-22
2439,21:36:54,COIDES,.GDAXI BTC=,Ether Breaks $1.6K on Merge Hype; Crypto Funds Price In July Rate Hike,2022-07-22
2441,17:49:14,COIDES,USD= BTC=,Citi Says Crypto Contagion Appears to Have Ceased,2022-07-22
2442,09:09:30,COIDES,.IXIC TSLA.O,First Mover Asia: Does Tesla Really Believe in Bitcoin?; Altcoins Rise in Thursday Trading,2022-07-22
2444,06:58:00,COIDES,RILY.O,Bitcoin Miner Core Scientific Gets $100M Equity Financing Despite Bear Market,2022-07-22
2445,05:41:53,COIDES,USD= .IXIC,Market Wrap: Bitcoin Stalls at $23K but Sits Above Cost for Average Investor's Purchase Price,2022-07-22
2446,05:26:46,COIDES,TSLA.O,What Tesla's Big Bitcoin Sale Means for Other Firms Putting Crypto on Their Balance Sheets,2022-07-22
2447,04:35:56,COIDES,TSLA.O COIN.O,Ex-Coinbase Manager Among 3 Arrested on Crypto Insider Trading Charges; Tesla Sells 75% of Its Bitcoin,2022-07-22
2448,04:00:27,COIDES,9984.T,"Exchange brasileño Mercado Bitcoin lanzará operaciones en México este año, según CEO",2022-07-22
2450,01:38:07,COIDES,9984.T,Brazilian Crypto Exchange Mercado Bitcoin to Launch Operations in Mexico This Year: Report,2022-07-22
2453,22:40:03,COIDES,BTC=,First Mover Americas: ECB (Finally) Exits Negative Rates as Bitcoin Digests Tesla Sales,2022-07-21
2456,21:38:50,COIDES,BTC=,ECB Exits Negative Interest Rate Policy With 50 Basis Point Hike; Bitcoin Steady,2022-07-21
2459,09:34:56,COIDES,BTC=,"First Mover Asia: Bitcoin Stalls as Contagion Hits Zipmex, Vauld. Will Ethereum's Merge Fix This?",2022-07-21
2460,07:01:23,COIDES,TSLA.O BTC=,Tesla's Musk Remains Open to Buying More Bitcoin After Selling in Q2 to Raise Cash,2022-07-21
2461,04:56:28,COIDES,TSLA.O,Tesla Sold $936M Worth of Bitcoin in Second Quarter,2022-07-21
2464,19:39:01,COIDES,USD= BTC=,"Dogecoin, Bitcoin Lead Recovery Among Majors, But Some Analysts Warn of Selling Pressure",2022-07-20
2465,06:39:21,COIDES,BTC=,The Fed Is Upside-Down on Inflation and That's a Big Risk,2022-07-20
2473,23:58:17,COIDES,BTC=,First Mover Americas: BTC Holds $22K and ETH Takes Center Stage Again,2022-07-19
2474,08:56:12,COIDES,BTC=,First Mover Asia: BTC Spikes Over $22.8K; DappRadar's Complicated Valuation Model and the Difficulties of Assessing NFTs,2022-07-19
2478,23:38:38,COIDES,BTC=,Crypto-Related Stocks Bounce as Bitcoin Retakes $22K,2022-07-18
2480,13:51:58,COIDES,EUR= BTC=,"Bitcoin's Up, Gold's Down, the Euro Is Dragging – and It's All Inexorably Tied",2022-07-18
2483,05:03:36,COIDES,EUR= USD=,"Market Wrap: Bitcoin Erases Weekly Losses, but Risks Remain",2022-07-16
2487,23:13:01,COIDES,BTC=,First Mover Americas: BTC Nears $21K But DeFi Tokens Steal The Show,2022-07-15
2488,21:46:49,COIDES,BTC=,"Bitcoin Erases Weekly Loss, Eyes Resistance At $22.6K",2022-07-15
2489,18:09:05,COIDES,BTC=,"DeFi Coins Outperform Bitcoin, Ether as Traders Pare Bets on Jumbo Fed Rate Hike",2022-07-15
2490,08:37:47,COIDES,BTC=,"First Mover Asia: It Won't Be Easy for Creditors to Untangle Three Arrows Case, Singapore Lawyer Says",2022-07-15
2494,00:15:40,COIDES,USD= BTC=,Crypto Traders See Few Tailwinds for Bitcoin Prices Despite Inflation Gauge Alarms,2022-07-15
2497,23:09:39,COIDES,BTC=,BTC Shows Resilience Despite Widespread Risk Aversion and Celsius' Bankruptcy Filing,2022-07-14
2498,21:58:31,COIDES,CLSK.O,Crypto Miner CleanSpark Continues to Take Advantage of Bear Markets as it Scoops Over 1K Rigs,2022-07-14
2506,08:58:47,COIDES,EUR= USD=,First Mover Asia: There's No Denying Those Three Arrows NFTs are Priced in Ether,2022-07-13
2507,06:36:56,COIDES,BTC=,Putting Crypto Volatility in Context: What We Can Learn From the History of Bitcoin Crashes,2022-07-13
2508,05:30:43,COIDES,BTC=,Market Wrap: Bitcoin Slumps Below $20K as Long-Term Holders Face Massive Selling Pressure,2022-07-13
2513,17:55:42,COIDES,EUR= USD=,"Bitcoin Drops to $19.7K as Recession Concerns Weigh on Financial Markets, Euro Nears Dollar Parity",2022-07-12
2514,17:29:52,COIDES,BTC=,Bitcoin's Inverse Correlation With Inflation-Adjusted Bond Yield Hits Record High,2022-07-12
2515,08:55:17,COIDES,EUR= USD=,First Mover Asia: Does Anyone Care Anymore If Bitcoin Dips Below $20K?,2022-07-12
2520,09:28:31,COIDES,BTC=,First Mover Asia: Bitcoin Slides; Mixed Crypto Legacy in Hong Kong for the FCA's Incoming CEO,2022-07-11
2522,05:44:45,COIDES,BTC=,Market Wrap: Bitcoin Gains for Third Consecutive Day as Binance Launches Zero Trading Fees,2022-07-09
2523,04:59:13,COIDES,USD= BTC=,"Bitcoin Will Make a Comeback, Rockefeller International Chairman Says",2022-07-09
2526,22:29:25,COIDES,BTC=,First Mover Americas: Bitcoin's Bear Cross (Is Bullish) and a Big June Jobs Beat,2022-07-08
2527,20:32:37,COIDES,BTC=,XRP Leads Recovery Among Major Cryptocurrencies; Fed Policymakers Back 75 Basis Point Hike,2022-07-08
2533,05:17:39,COIDES,.DJI BTC=,Market Wrap: Bitcoin Climbs Above $21K for First Time in a Week,2022-07-08
2535,23:57:11,COIDES,USD= GBP=,First Mover Americas: ETH Climbs 4% and Traders are Optimistic Over Upcoming Merge,2022-07-07
2536,23:06:15,COIDES,EUR= USD=,Euro's Fall Toward $1 Parity: What It Means for Crypto,2022-07-07
2539,05:30:24,COIDES,.VIX BTC=,Market Wrap: BTC Settles at $20K as Voyager Files for Bankruptcy,2022-07-07
2545,19:36:00,COIDES,USD= BTC=,Bitcoin Recovers Above $20K as Short ETF Sees Record $51M in Weekly Inflows,2022-07-06
2546,05:43:15,COIDES,BTC=,Market Wrap: Crypto Markets Gain Momentum After Dipping Early in Tuesday Trading,2022-07-06
2549,22:57:35,COIDES,EUR= BTC=,First Mover Americas: BTC Stabilizes as Fresh Regulatory Developments Surface in Europe,2022-07-05
2552,23:28:37,COIDES,BTC=,First Mover Americas: BTC Struggles to Break $20K as More Lenders Face Trouble,2022-07-04
2553,16:53:33,COIDES,1357.HK,Software Firm Meitu Lost Up to $52.3M in H1 Due to Slide in Crypto Prices,2022-07-04
2556,17:44:36,COIDES,BTC=,What Traders Are Saying About Bitcoin's Biggest Monthly Loss in 11 Years,2022-07-02
2561,01:36:28,COIDES,BTC=,Brutal Month for Bitcoin as June Ends With Biggest Drop in 11 Years,2022-07-02
2565,22:38:28,COIDES,BTC=,"First Mover Americas: It's Ugly in Crypto With $200M of Margin Calls, Founders Selling Homes and Comparisons to 2008",2022-07-01
2567,19:40:14,COIDES,BTC=,"Bitcoin, Ether Futures Rack up Nearly $200M in Liquidations on Short Squeeze",2022-07-01
2570,05:55:23,COIDES,BITC.TO,Grayscale's Legal Battle Against the SEC,2022-07-01
2571,05:45:00,COIDES,BTC=,Market Wrap: Bitcoin Heads for Record Half-Year Loss of 59%,2022-07-01
2573,01:26:21,COIDES,9438.T,CFTC Charges South African Bitcoin Club MTI in $1.7B Fraud,2022-07-01
2577,20:25:23,COIDES,BTC=,JPMorgan Says Crypto Market Deleveraging Cycle Won't Be Lengthy,2022-06-30
2578,19:59:57,COIDES,BK.N COIN.O,"Bitcoin App Developer Trust Machines Hires Coinbase, BNY Mellon Veterans",2022-06-30
2579,18:58:55,COIDES,BTC=,Bitcoin Drops to Nearly $19K as Fed Renews Inflation Warnings,2022-06-30
2583,05:39:41,COIDES,USD= BTC=,Market Wrap: Bear Market Guides in Vogue as Bitcoin Drops for Fourth Straight Day,2022-06-30
2584,04:28:47,COIDES,BTC= USD=,Why This Crypto Crash Is Different,2022-06-30
2588,20:56:17,COIDES,MSTR.O,Michael Saylor's MicroStrategy Purchased Another $10M of Bitcoin Over Past Two Months,2022-06-29
2589,19:09:31,COIDES,BTC=,Bitcoin Dips Under $20K on Blunted Growth Sentiment as Spain Fuels Inflation Concerns,2022-06-29
2591,05:05:35,COIDES,BTC= BCH=,Market Wrap: Finger-Pointing and Job Cuts as Bitcoin Slides Back Toward $20K,2022-06-29
2592,04:59:39,COIDES,HODL.CD,Investment Firm Cypherpunk Holdings Sells All of Its Bitcoin and Ether,2022-06-29
2596,23:39:29,COIDES,BTC=,First Mover Americas: Crypto Winter Brings More Layoffs as BofA Sees Deep Freeze Avoided,2022-06-28
2598,20:26:22,COIDES,XRP=,"Speculation Fuels Shiba Inu, Dogecoin to Biggest Seven-Day Gains as Bitcoin Steadies",2022-06-28
2599,09:27:08,COIDES,NVDA.O .IXIC,"First Mover Asia: Chip Maker Nvidia Isn't an Ether Proxy, Bitcoin Holds Near $21K",2022-06-28
2600,05:49:36,COIDES,BTC=,Market Wrap: Recession Fears Halt Crypto Bounce,2022-06-28
2601,05:29:30,COIDES,BTC=,Ms. Crypto Goes to Washington,2022-06-28
2605,05:14:40,COIDES,BTC=,"Market Wrap: From GBTC Discount to Short Bitcoin ETF, Traders See Reasons for Optimism",2022-06-25
2608,03:27:01,COIDES,BITC.TO,Grayscale Bitcoin Trust's 'GBTC Discount' Narrows With ETF Decision on Horizon,2022-06-25
2609,02:16:03,COIDES,BTC=,Investors Pile Into Short Bitcoin ETF Betting on Prices to Fall,2022-06-25
2611,20:45:44,COIDES,USD= BTC=,"XRP Leads Crypto Majors Recovery, Bitcoin Rises Over $21K as Rate-Hike Concerns Wane",2022-06-24
2614,09:27:57,COIDES,COIN.O,Coinbase Launches First Crypto Derivatives Product Aimed at Retail Traders,2022-06-24
2615,07:26:37,COIDES,BTC= USD=,SkyBridge's Scaramucci: Bitcoin Is 'Technically Oversold',2022-06-24
2617,03:02:05,COIDES,BTC=,"Bitcoin Climbs Back Above $20K, as Analysts Debate Whether It's Good Time to Buy",2022-06-24
2621,22:58:39,COIDES,BTC= RIOT.O,Marathon Digital Cut to Neutral at B. Riley on Bitcoin Price Declines,2022-06-23
2623,08:37:21,COIDES,BTC=,First Mover Asia: DeFi's Resilience During the Market Slowdown; Bitcoin Slumps Near $20K,2022-06-23
2625,05:40:11,COIDES,USD= BTC=,Market Wrap: Crypto Bounce Loses Steam Amid Retail Sell-Off,2022-06-23
2626,04:59:29,COIDES,COIN.O,Coinbase Phasing Out 'Pro' Exchange for 'Advanced' Mode in Main App,2022-06-23
2628,18:09:36,COIDES,IREN.O,Bitcoin Miner Iris Energy Increases 2022 Hashrate Estimate to 4.3 EH/s,2022-06-22
2629,17:09:14,COIDES,USD= BTC=,Bitcoin Slips to Nearly $20K; Citi Sees 50% Chance of Recession,2022-06-22
2630,08:48:54,COIDES,BTC=,First Mover Asia: Bitcoin Holds Steady Over $20K; USDC's 'Flippening' of USDT and the Continued Stablecoin Bear Market,2022-06-22
2632,05:31:27,COIDES,.IXIC BTC=,"Market Wrap: Crypto Rally Continues, Smaller Altcoins Outperform Bitcoin in June",2022-06-22
2634,02:48:54,COIDES,BTC=,Bitcoin Holds Steady Above $21K Amid Stock Gains,2022-06-22
2636,22:59:47,COIDES,BTC=,First Mover Americas: Altcoins Lead as BTC Struggles to Stay Above $21K,2022-06-21
2638,22:08:34,COIDES,BTC=,"Bitcoin Recovers to $21K, Traders Still Wary of Further Rally Due to Recession Fears",2022-06-21
2639,22:08:34,COIDES,BTC=,"CoinDesk: Bitcoin, Ethereum, Crypto News and Price Data",2022-06-21
2640,05:26:45,COIDES,BTC=,Market Wrap: Bitcoin Holds Above $20K Amid Light Trading,2022-06-21
2644,23:31:22,COIDES,BTC=,"Solana, Ether Lead Gains in Relief Rally, but Traders Say Macroeconomic Concerns Remain",2022-06-20
2647,03:38:24,COIDES,BTC=,Crypto Market Tumbles As Bitcoin Breaks Previous Cycle's Highs,2022-06-19
2649,17:48:09,COIDES,BTC=,Bitcoin plunges below $20K for first time since Dec. 2020,2022-06-18
2650,05:16:25,COIDES,BTC=,Market Wrap: Bitcoin Heads for Worst Week in Year,2022-06-18
2652,01:28:29,COIDES,BITF.TO,"Bitfarms Looks to Boost Liquidity With Sale of 1,500 Bitcoin, New Loan",2022-06-18
2655,21:29:35,COIDES,.GDAXI BTC=,Bitcoin Recovers Over $21K as Fed Commits to Slow Inflation; Traders Remain Cautious,2022-06-17
2656,03:29:57,COIDES,BTC= TWTR.N,Musk Sees Logic for Twitter as a Crypto Payments Platform,2022-06-17
2658,19:27:38,COIDES,BTC=,"Dogecoin, Solana Tokens Lead Gains Among Major Cryptocurrencies",2022-06-16
2659,09:05:50,COIDES,USD= .IXIC,"First Mover Asia: Celsius Risks Triggered Crypto Crash, Says Huobi Group CFO; Bitcoin Wobbles but Doesn't Break Post-Rate Hike",2022-06-16
2660,05:43:28,COIDES,BTC=,"Market Wrap: Fed Hikes Rates at Highest Level Since 1994, Bitcoin Rallies After",2022-06-16
2664,18:33:21,COIDES,BTC=,Bitcoin Drops Toward $20K Amid Contagion Risks in Crypto Markets,2022-06-15
2666,09:45:55,COIDES,USD= JPY=,"First Mover Asia: Traders See Bitcoin Falling to 2017 Levels Amid Ongoing Inflation, Economic Concerns; Cryptos Struggle",2022-06-15
2667,05:43:16,COIDES,BTC=,Market Wrap: BTC Tumbles Further Ahead of Fed Meeting; Extreme Fear Among Traders,2022-06-15
2671,00:37:46,COIDES,BTC=,First Mover Americas: Coinbase Layoffs and the 'Bear Market Guide' to Bitcoin,2022-06-15
2673,22:56:15,COIDES,MSTR.O BTC=,MicroStrategy Defended at BTIG; Saylor Not Expecting Imminent Margin Call,2022-06-14
2675,19:37:30,COIDES,USD= MS.N,Morgan Stanley Says Ether Underperformance Echoes Crypto Downturn of 2018,2022-06-14
2676,18:36:35,COIDES,BTC=,"Cryptos See Over $1B in Liquidations as Bitcoin, Ether Lose Major Support Levels",2022-06-14
2677,05:37:58,COIDES,BTC= .SPX,Market Wrap: Bitcoin Tumbles Most in 1 Year as Crypto Cracks Appear,2022-06-14
2681,23:27:06,COIDES,MSTR.O,MicroStrategy Now Down $1B on its Bitcoin Bet,2022-06-13
2682,22:45:50,COIDES,BTC=,"Solana, Dogecoin Lead Plunge in Majors as Traders Warn of 'Severe Losses' Ahead",2022-06-13
2683,22:45:48,COIDES,MSTR.O BTC=,Michael Saylor's Microstrategy Leads Plunge in Crypto-Related Stocks,2022-06-13
2685,22:25:20,COIDES,BTC=,"First Mover Americas: Bitcoin, Ether Plunge Anew as Celsius Halts Withdrawals",2022-06-13
2686,15:30:33,COIDES,BTC=,"Bitcoin Plunges Below $25K, Lowest Level Since December 2020",2022-06-13
2690,05:27:38,COIDES,BTC= .SPX,Market Wrap: Bitcoin and Stocks Drop; Analysts See Risk of Further Downside,2022-06-11
2692,22:25:44,COIDES,BTC=,First Mover Americas: Bitcoin Slips Below $30K as Inflation Hits New Four-Decade High,2022-06-10
2694,21:35:17,COIDES,BTC=,"Inflation Unexpectedly Reaccelerated to 8.6% in May, Hitting a Fresh Four-Decade High",2022-06-10
2695,20:33:35,COIDES,BTC=,"Bitcoin Sees Weakness Ahead of CPI Report; Cardano, Solana Lead Fall in Majors",2022-06-10
2698,08:09:22,COIDES,BTC= .SPX,First Mover Asia: Ethereum's Ropsten 'Merge' Prompts Mixed Analyst Sentiment; Bitcoin Is Flat,2022-06-10
2700,05:06:33,COIDES,BTC=,Market Wrap: Cryptos Rise With Altcoins in the Lead,2022-06-10
2707,08:33:21,COIDES,.IXIC BTC=,First Mover Asia: Crypto's Institutional Future May Be Incompatible With Litecoin's Privacy Protecting Features; Bitcoin Falls,2022-06-09
2708,05:42:13,COIDES,USD= BTC=,Market Wrap: Is Bitcoin Breaking Down or Breaking Free?,2022-06-09
2714,05:36:12,COIDES,BTC=,Market Wrap: Bitcoin Close to $30K as Investors Search for a Bottom,2022-06-08
2715,04:55:38,COIDES,PYPL.O,"PayPal Expands Crypto Push, and New Research Unearths Insights Into Bitcoin's Early Days",2022-06-08
2717,03:59:40,COIDES,PYPL.O,PayPal Converts Conditional Virtual Currency License to Full BitLicense,2022-06-08
2719,01:57:57,COIDES,BTC=,Bitcoin Choppy Around $30K; Support at $25K-$27K,2022-06-08
2722,22:59:42,COIDES,EPOR.PK ARB.L,Argo Blockchain to Build Intel-Based Bitcoin Mining Rigs With ePIC Blockchain,2022-06-07
2723,22:34:16,COIDES,USD= BTC=,First Mover Americas: Bitcoin Dumps Below $30K as Morgan Stanley Calls Out Liquidity Pressures,2022-06-07
2724,22:34:13,COIDES,BTC=,Human Rights Leaders Urge Congress to Take 'Open-Minded' View on Bitcoin,2022-06-07
2725,21:00:10,COIDES,USD= MS.N,Morgan Stanley Sees Crypto Equivalent of Quantitative Tightening,2022-06-07
2726,17:54:50,COIDES,ARB.L,Argo May Bitcoin Output Drops 25% From April Amid Teething Problems at Texas Facility,2022-06-07
2727,16:28:43,COIDES,BTC=,Bitcoin Tumbles Back Below $30k as Bullish Momentum Wanes,2022-06-07
2730,04:25:58,COIDES,BTC=,Bitcoin Funds Rake In New Money as Altcoin Funds Suffer,2022-06-07
2732,23:27:21,COIDES,BTC=,"First Mover Americas: Bitcoin Snaps Record Losing Streak, Climbs Above $31K",2022-06-06
2734,10:31:58,COIDES,BTC= .SPX,First Mover Asia: Bitcoin and Other Cryptos Tick Up in Weekend Trading,2022-06-06
2740,02:55:11,COIDES,BTC=,Bitcoin Weighed Down by $34K Resistance; Support at $20K-$25K,2022-06-04
2743,00:43:23,COIDES,BTC=,Market Rout Prompts Analyst to Slash Bitcoin Miners' Price Targets by Average of 65%,2022-06-04
2747,08:56:32,COIDES,.IXIC BTC=,"First Mover Asia: Bitcoin Climbs Past $30K, but Bearish Sentiment Remains",2022-06-03
2748,06:29:34,COIDES,RIOT.O,"Riot Blockchain Sells More Bitcoin, Trims Hashrate Guidance",2022-06-03
2755,09:21:19,COIDES,.IXIC BTC=,First Mover Asia: Bitcoin Sinks Below $30K Amid Renewed Risk Fears,2022-06-02
2757,05:13:14,COIDES,BTC= USD=,"Market Wrap: Bitcoin Declines, Resisting Seasonal Norm; Altcoins Mixed",2022-06-02
2759,03:46:43,COIDES,BTC=,"Bitcoin Slips as Relief Bounce Loses Steam, Support at $27K",2022-06-02
2762,22:06:10,COIDES,BTC=,"First Mover Americas: BTC Starts June Trading Flat, Alts Decline",2022-06-01
2763,21:35:29,COIDES,BTC=,"CoinDesk: Bitcoin, Ethereum, Crypto News and Price Data",2022-06-01
2764,08:29:00,COIDES,.IXIC BTC=,First Mover Asia: Tether Is Quiet About Its Bankers. Will It Affect Its Peg?,2022-06-01
2765,05:47:02,COIDES,BTC=,"Market Wrap: Bitcoin Rises to $32K, Outperforming Altcoins",2022-06-01
2771,22:33:53,COIDES,BTC=,"First Mover Americas: BTC Finally Sees Rebound, but It Could Be Short Lived",2022-05-31
2772,14:55:16,COIDES,BTC=,"Cardano's ADA Spikes 25%, Leads Gains in Crypto Majors",2022-05-31
2773,05:54:42,COIDES,BTC=,Bitcoin Begins a New Week by Hitting Above $31K,2022-05-31
2779,05:13:49,COIDES,BTC= .NDX,Market Wrap: Bitcoin Stuck Below $30K as Buyers Remain on Sidelines,2022-05-28
2782,01:00:11,COIDES,BTC=,"First Mover Americas: Ether Ends May 35% Down, Altcoins Lose Out",2022-05-28
2784,17:14:56,COIDES,BTC=,Ether Accounts for Almost Half of $520M Liquidations Amid Weak On-Chain Data,2022-05-27
2785,04:55:58,COIDES,BTC=,"'Bitcoin Will Find Its Footing,' According to Grayscale CEO",2022-05-27
2786,03:09:12,COIDES,BTC=,Bitcoin Pares Earlier Losses; Resistance at $33K,2022-05-27
2789,21:44:32,COIDES,BTC=,"For Financial Advisors, Bitcoin Is the Next Nasdaq",2022-05-26
2790,20:01:04,COIDES,.GDAXI BTC=,Bitcoin Sees Weakness at $29K as Traders Assess Fed Minutes,2022-05-26
2793,08:42:53,COIDES,USD= .IXIC,First Mover Asia: Bitcoin Dominates but Altcoins Lurk,2022-05-25
2795,04:34:37,COIDES,BTC=,Guggenheim's Minerd Says Bitcoin Will Drop to $8K. We Checked His Record,2022-05-25
2797,03:33:45,COIDES,BTC=,"Bitcoin Rangebound; Support at $27K, Resistance at $33K",2022-05-25
2801,23:34:28,COIDES,EUR= USD=,First Mover Americas: TRON Outperforms BTC and Crypto Takes a Lead Role at Davos,2022-05-24
2802,22:06:47,COIDES,BTC=,"Bitcoin Records Eighth Week of Losses, but Sentiment Indicator Suggests Upside",2022-05-24
2804,05:45:10,COIDES,BTC=,"Market Wrap: Bitcoin Unable to Hold $30K, Altcoins Mixed",2022-05-24
2808,07:30:00,COIDES,TNH.N USD=,"First Mover Asia: Terra's Difficult Post-Collapse Path: VCs Backing Away, Regulators Jumping on Stablecoins",2022-05-23
2812,05:31:37,COIDES,BTC=,"Market Wrap: Cryptos Decline Amid Choppy Trading, DeFi Tokens Underperform",2022-05-21
2815,17:10:07,COIDES,BTC=,Bitcoin Options Data Suggests Bearish Sentiment Among Investors,2022-05-20
2816,05:43:17,COIDES,BTC= USD=,"Market Wrap: Cryptos Pare Earlier Losses, Bitcoin Outperforms",2022-05-20
2819,00:12:39,COIDES,SHOP.TO SHOP.N,Shopify Expands Crypto Payment Options With Crypto.com Pact,2022-05-20
2821,22:30:37,COIDES,BTC=,First Mover Americas: Hashed Takes $3.5B Hit on LUNA as Bitcoin Trades Under $30K,2022-05-19
2822,22:25:23,COIDES,MSTR.O,MicroStrategy's New CFO Says Bitcoin Strategy Unchanged Amid Market Drop: Report,2022-05-19
2824,19:02:19,COIDES,BTC=,"BofA Says Crypto Winter, Contagion Risk Concerns Are Overdone",2022-05-19
2825,16:30:08,COIDES,BTC=,"Solana, Cardano Tokens Slide Over 9% as Cryptos See Weakness Amid Poor US Consumer Data",2022-05-19
2829,03:05:07,COIDES,TWTR.N BTC=,"Mike Novogratz Ends Twitter Silence, Shares Take on UST/LUNA Crash",2022-05-19
2831,01:28:43,COIDES,BTC= HRB.N,"Block Sees Bitcoin Disrupting Payments Networks, Expects Self-Custody to Grow",2022-05-19
2832,00:37:16,COIDES,ARB.L,Bitcoin Miner Argo Blockchain Emerged Unscathed From Its UST Stake,2022-05-19
